timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2019-01-10,1770.0000,1770.0000,1735.0000,1745.0000,1745.0000,8325100,0.0000,1.0000
2019-01-09,1780.0000,1780.0000,1730.0000,1770.0000,1770.0000,10085200,0.0000,1.0000
2019-01-08,1720.0000,1785.0000,1720.0000,1755.0000,1755.0000,23122900,0.0000,1.0000
2019-01-07,1725.0000,1750.0000,1715.0000,1715.0000,1715.0000,11250400,0.0000,1.0000
2019-01-04,1695.0000,1745.0000,1690.0000,1715.0000,1715.0000,16524100,0.0000,1.0000
2019-01-03,1640.0000,1700.0000,1640.0000,1695.0000,1695.0000,14584300,0.0000,1.0000
2019-01-02,1600.0000,1645.0000,1585.0000,1635.0000,1635.0000,5548900,0.0000,1.0000
2019-01-01,1585.0000,1585.0000,1585.0000,1585.0000,1585.0000,0,0.0000,1.0000
2018-12-31,1585.0000,1585.0000,1585.0000,1585.0000,1585.0000,0,0.0000,1.0000
2018-12-28,1570.0000,1595.0000,1570.0000,1585.0000,1585.0000,5539700,0.0000,1.0000
2018-12-27,1585.0000,1610.0000,1560.0000,1570.0000,1570.0000,6098200,0.0000,1.0000
2018-12-26,1595.0000,1620.0000,1565.0000,1565.0000,1565.0000,4544400,0.0000,1.0000
2018-12-25,1610.0000,1610.0000,1610.0000,1610.0000,1610.0000,0,0.0000,1.0000
2018-12-24,1610.0000,1610.0000,1610.0000,1610.0000,1610.0000,0,0.0000,1.0000
2018-12-21,1630.0000,1630.0000,1595.0000,1610.0000,1610.0000,5606200,0.0000,1.0000
2018-12-20,1645.0000,1645.0000,1615.0000,1630.0000,1630.0000,3527600,0.0000,1.0000
2018-12-19,1650.0000,1655.0000,1635.0000,1645.0000,1645.0000,9988800,0.0000,1.0000
2018-12-18,1635.0000,1635.0000,1610.0000,1625.0000,1625.0000,9192200,0.0000,1.0000
2018-12-17,1655.0000,1665.0000,1635.0000,1645.0000,1645.0000,5435600,0.0000,1.0000
2018-12-14,1655.0000,1705.0000,1640.0000,1655.0000,1655.0000,13331400,0.0000,1.0000
2018-12-13,1640.0000,1670.0000,1640.0000,1655.0000,1655.0000,16962200,0.0000,1.0000
2018-12-12,1565.0000,1630.0000,1560.0000,1625.0000,1625.0000,17324300,0.0000,1.0000
2018-12-11,1600.0000,1605.0000,1530.0000,1565.0000,1565.0000,11632300,0.0000,1.0000
2018-12-10,1625.0000,1650.0000,1570.0000,1600.0000,1600.0000,13121900,0.0000,1.0000
2018-12-07,1545.0000,1630.0000,1545.0000,1625.0000,1625.0000,25459400,0.0000,1.0000
2018-12-06,1520.0000,1565.0000,1505.0000,1540.0000,1540.0000,5816700,0.0000,1.0000
2018-12-05,1535.0000,1550.0000,1515.0000,1540.0000,1540.0000,7146500,0.0000,1.0000
2018-12-04,1610.0000,1610.0000,1525.0000,1555.0000,1555.0000,11257300,0.0000,1.0000
2018-12-03,1595.0000,1625.0000,1575.0000,1610.0000,1610.0000,28393900,0.0000,1.0000
2018-11-30,1540.0000,1570.0000,1540.0000,1565.0000,1565.0000,15789200,0.0000,1.0000
2018-11-29,1450.0000,1535.0000,1450.0000,1530.0000,1530.0000,24706000,0.0000,1.0000
2018-11-28,1480.0000,1495.0000,1430.0000,1440.0000,1440.0000,7029900,0.0000,1.0000
2018-11-27,1465.0000,1505.0000,1445.0000,1475.0000,1475.0000,19673700,0.0000,1.0000
2018-11-26,1425.0000,1475.0000,1390.0000,1455.0000,1455.0000,15469900,0.0000,1.0000
2018-11-23,1425.0000,1445.0000,1410.0000,1425.0000,1425.0000,8185500,0.0000,1.0000
2018-11-22,1380.0000,1440.0000,1350.0000,1425.0000,1425.0000,27463900,0.0000,1.0000
2018-11-21,1380.0000,1385.0000,1335.0000,1375.0000,1375.0000,14983900,0.0000,1.0000
2018-11-20,1405.0000,1405.0000,1405.0000,1405.0000,1405.0000,0,0.0000,1.0000
2018-11-19,1390.0000,1430.0000,1375.0000,1405.0000,1405.0000,17010900,0.0000,1.0000
2018-11-16,1355.0000,1400.0000,1345.0000,1375.0000,1375.0000,15853700,0.0000,1.0000
2018-11-15,1290.0000,1340.0000,1275.0000,1340.0000,1340.0000,7833900,0.0000,1.0000
2018-11-14,1265.0000,1285.0000,1265.0000,1280.0000,1280.0000,3133300,0.0000,1.0000
2018-11-13,1235.0000,1265.0000,1220.0000,1265.0000,1265.0000,2302600,0.0000,1.0000
2018-11-12,1310.0000,1310.0000,1255.0000,1255.0000,1255.0000,5356600,0.0000,1.0000
2018-11-09,1365.0000,1365.0000,1300.0000,1310.0000,1310.0000,3843300,0.0000,1.0000
2018-11-08,1370.0000,1390.0000,1355.0000,1365.0000,1365.0000,7756100,0.0000,1.0000
2018-11-07,1320.0000,1370.0000,1315.0000,1355.0000,1355.0000,9340400,0.0000,1.0000
2018-11-06,1290.0000,1330.0000,1285.0000,1310.0000,1310.0000,10472900,0.0000,1.0000
2018-11-05,1230.0000,1305.0000,1220.0000,1275.0000,1275.0000,14073200,0.0000,1.0000
2018-11-02,1210.0000,1230.0000,1195.0000,1230.0000,1230.0000,7326600,0.0000,1.0000
2018-11-01,1125.0000,1220.0000,1125.0000,1190.0000,1190.0000,12877300,0.0000,1.0000
2018-10-31,1130.0000,1150.0000,1125.0000,1125.0000,1125.0000,3593400,0.0000,1.0000
2018-10-30,1100.0000,1140.0000,1100.0000,1105.0000,1105.0000,6774900,0.0000,1.0000
2018-10-29,1185.0000,1200.0000,1125.0000,1125.0000,1125.0000,4536200,0.0000,1.0000
2018-10-26,1220.0000,1220.0000,1185.0000,1185.0000,1185.0000,4123200,0.0000,1.0000
2018-10-25,1200.0000,1215.0000,1200.0000,1215.0000,1215.0000,3052100,0.0000,1.0000
2018-10-24,1270.0000,1270.0000,1210.0000,1215.0000,1215.0000,8151900,0.0000,1.0000
2018-10-23,1270.0000,1285.0000,1265.0000,1265.0000,1265.0000,1920400,0.0000,1.0000
2018-10-22,1260.0000,1285.0000,1260.0000,1265.0000,1265.0000,4259000,0.0000,1.0000
2018-10-19,1265.0000,1280.0000,1255.0000,1260.0000,1260.0000,3852900,0.0000,1.0000
2018-10-18,1280.0000,1285.0000,1260.0000,1265.0000,1265.0000,4187400,0.0000,1.0000
2018-10-17,1280.0000,1295.0000,1270.0000,1270.0000,1270.0000,3087600,0.0000,1.0000
2018-10-16,1270.0000,1285.0000,1260.0000,1260.0000,1260.0000,1964600,0.0000,1.0000
2018-10-15,1290.0000,1315.0000,1270.0000,1270.0000,1270.0000,2309500,0.0000,1.0000
2018-10-12,1280.0000,1300.0000,1275.0000,1290.0000,1290.0000,2742200,0.0000,1.0000
2018-10-11,1275.0000,1290.0000,1265.0000,1280.0000,1280.0000,3624100,0.0000,1.0000
2018-10-10,1300.0000,1325.0000,1300.0000,1315.0000,1315.0000,6889100,0.0000,1.0000
2018-10-09,1310.0000,1325.0000,1300.0000,1300.0000,1300.0000,2688900,0.0000,1.0000
2018-10-08,1325.0000,1330.0000,1310.0000,1310.0000,1310.0000,3946500,0.0000,1.0000
2018-10-05,1340.0000,1340.0000,1310.0000,1325.0000,1325.0000,5098200,0.0000,1.0000
2018-10-04,1385.0000,1385.0000,1340.0000,1345.0000,1345.0000,7744500,0.0000,1.0000
2018-10-03,1405.0000,1425.0000,1395.0000,1395.0000,1395.0000,3025200,0.0000,1.0000
2018-10-02,1420.0000,1460.0000,1400.0000,1405.0000,1405.0000,20221300,0.0000,1.0000
2018-10-01,1400.0000,1420.0000,1390.0000,1410.0000,1410.0000,16966600,0.0000,1.0000
2018-09-28,1400.0000,1420.0000,1390.0000,1390.0000,1390.0000,3581000,0.0000,1.0000
2018-09-27,1405.0000,1435.0000,1380.0000,1390.0000,1390.0000,6806500,0.0000,1.0000
2018-09-26,1380.0000,1410.0000,1355.0000,1400.0000,1400.0000,7719300,0.0000,1.0000
2018-09-25,1355.0000,1370.0000,1345.0000,1350.0000,1350.0000,1941800,0.0000,1.0000
2018-09-24,1380.0000,1380.0000,1350.0000,1355.0000,1355.0000,4235100,0.0000,1.0000
2018-09-21,1400.0000,1400.0000,1370.0000,1380.0000,1380.0000,5243600,0.0000,1.0000
2018-09-20,1350.0000,1380.0000,1340.0000,1365.0000,1365.0000,4258800,0.0000,1.0000
2018-09-19,1350.0000,1360.0000,1325.0000,1330.0000,1330.0000,2867300,0.0000,1.0000
2018-09-18,1340.0000,1355.0000,1325.0000,1345.0000,1345.0000,1635800,0.0000,1.0000
2018-09-17,1360.0000,1375.0000,1345.0000,1345.0000,1345.0000,2929100,0.0000,1.0000
2018-09-14,1360.0000,1375.0000,1350.0000,1360.0000,1360.0000,5629400,0.0000,1.0000
2018-09-13,1365.0000,1385.0000,1350.0000,1355.0000,1355.0000,3963900,0.0000,1.0000
2018-09-12,1365.0000,1385.0000,1360.0000,1360.0000,1360.0000,3209900,0.0000,1.0000
2018-09-11,1365.0000,1365.0000,1365.0000,1365.0000,1365.0000,0,0.0000,1.0000
2018-09-10,1365.0000,1375.0000,1320.0000,1365.0000,1365.0000,2073400,0.0000,1.0000
2018-09-07,1370.0000,1380.0000,1365.0000,1365.0000,1365.0000,2595100,0.0000,1.0000
2018-09-06,1375.0000,1390.0000,1355.0000,1370.0000,1370.0000,4225800,0.0000,1.0000
2018-09-05,1465.0000,1465.0000,1365.0000,1375.0000,1375.0000,8317800,0.0000,1.0000
2018-09-04,1495.0000,1495.0000,1460.0000,1465.0000,1465.0000,3207500,0.0000,1.0000
2018-09-03,1490.0000,1495.0000,1475.0000,1475.0000,1475.0000,3657700,0.0000,1.0000
2018-08-31,1500.0000,1500.0000,1475.0000,1490.0000,1490.0000,7877000,0.0000,1.0000
2018-08-30,1540.0000,1545.0000,1510.0000,1510.0000,1510.0000,5851600,0.0000,1.0000
2018-08-29,1515.0000,1550.0000,1500.0000,1530.0000,1530.0000,11818100,0.0000,1.0000
2018-08-28,1520.0000,1540.0000,1500.0000,1515.0000,1515.0000,10785400,0.0000,1.0000
2018-08-27,1505.0000,1515.0000,1500.0000,1510.0000,1510.0000,5222800,0.0000,1.0000
2018-08-24,1510.0000,1510.0000,1480.0000,1495.0000,1495.0000,4838000,0.0000,1.0000
2018-08-23,1515.0000,1535.0000,1490.0000,1495.0000,1495.0000,9783500,0.0000,1.0000
2018-08-22,1495.0000,1495.0000,1495.0000,1495.0000,1495.0000,0,0.0000,1.0000
2018-08-21,1500.0000,1520.0000,1495.0000,1495.0000,1495.0000,9277000,0.0000,1.0000
2018-08-20,1470.0000,1505.0000,1470.0000,1500.0000,1500.0000,6592300,0.0000,1.0000
2018-08-17,1460.0000,1460.0000,1460.0000,1460.0000,1460.0000,0,0.0000,1.0000
2018-08-16,1540.0000,1540.0000,1460.0000,1460.0000,1460.0000,14258500,0.0000,1.0000
2018-08-15,1575.0000,1610.0000,1505.0000,1540.0000,1540.0000,13136700,0.0000,1.0000
2018-08-14,1595.0000,1615.0000,1560.0000,1570.0000,1570.0000,11315600,0.0000,1.0000
2018-08-13,1660.0000,1660.0000,1590.0000,1595.0000,1595.0000,14552800,0.0000,1.0000
2018-08-10,1675.0000,1725.0000,1670.0000,1675.0000,1675.0000,22021600,0.0000,1.0000
2018-08-09,1670.0000,1710.0000,1650.0000,1670.0000,1670.0000,10986100,0.0000,1.0000
2018-08-08,1705.0000,1710.0000,1655.0000,1670.0000,1670.0000,9038300,0.0000,1.0000
2018-08-07,1675.0000,1730.0000,1650.0000,1690.0000,1690.0000,21577600,0.0000,1.0000
2018-08-06,1610.0000,1670.0000,1610.0000,1665.0000,1665.0000,26916100,0.0000,1.0000
2018-08-03,1580.0000,1615.0000,1580.0000,1605.0000,1605.0000,5049500,0.0000,1.0000
2018-08-02,1610.0000,1620.0000,1580.0000,1580.0000,1580.0000,9016800,0.0000,1.0000
2018-08-01,1610.0000,1625.0000,1605.0000,1605.0000,1605.0000,7194400,0.0000,1.0000
2018-07-31,1635.0000,1650.0000,1600.0000,1605.0000,1605.0000,19598300,0.0000,1.0000
2018-07-30,1585.0000,1630.0000,1580.0000,1630.0000,1630.0000,23071800,0.0000,1.0000
2018-07-27,1585.0000,1590.0000,1570.0000,1585.0000,1585.0000,10424100,0.0000,1.0000
2018-07-26,1610.0000,1635.0000,1570.0000,1575.0000,1575.0000,28083700,0.0000,1.0000
2018-07-25,1630.0000,1640.0000,1605.0000,1610.0000,1610.0000,5223300,0.0000,1.0000
2018-07-24,1625.0000,1625.0000,1610.0000,1620.0000,1620.0000,2455800,0.0000,1.0000
2018-07-23,1625.0000,1650.0000,1605.0000,1615.0000,1615.0000,5406800,0.0000,1.0000
2018-07-20,1625.0000,1630.0000,1605.0000,1615.0000,1615.0000,3963400,0.0000,1.0000
2018-07-19,1660.0000,1675.0000,1615.0000,1625.0000,1625.0000,5077900,0.0000,1.0000
2018-07-18,1675.0000,1690.0000,1635.0000,1650.0000,1650.0000,13300800,0.0000,1.0000
2018-07-17,1580.0000,1670.0000,1570.0000,1660.0000,1660.0000,16288900,0.0000,1.0000
2018-07-16,1590.0000,1600.0000,1565.0000,1570.0000,1570.0000,3909000,0.0000,1.0000
2018-07-13,1595.0000,1605.0000,1580.0000,1580.0000,1580.0000,6087900,0.0000,1.0000
2018-07-12,1570.0000,1620.0000,1565.0000,1580.0000,1580.0000,13347700,0.0000,1.0000
2018-07-11,1550.0000,1580.0000,1535.0000,1565.0000,1565.0000,4638600,0.0000,1.0000
2018-07-10,1600.0000,1635.0000,1550.0000,1570.0000,1570.0000,23603300,0.0000,1.0000
2018-07-09,1580.0000,1620.0000,1570.0000,1590.0000,1590.0000,9928100,0.0000,1.0000
2018-07-06,1615.0000,1635.0000,1565.0000,1575.0000,1575.0000,6598600,0.0000,1.0000
2018-07-05,1650.0000,1655.0000,1600.0000,1600.0000,1600.0000,9555300,0.0000,1.0000
2018-07-04,1730.0000,1740.0000,1670.0000,1700.0000,1700.0000,3194900,0.0000,1.0000
2018-07-03,1775.0000,1775.0000,1695.0000,1720.0000,1720.0000,3393700,0.0000,1.0000
2018-07-02,1790.0000,1815.0000,1750.0000,1775.0000,1775.0000,2701100,0.0000,1.0000
2018-06-29,1810.0000,1835.0000,1790.0000,1790.0000,1790.0000,3350300,0.0000,1.0000
2018-06-28,1840.0000,1855.0000,1795.0000,1810.0000,1810.0000,3912900,0.0000,1.0000
2018-06-27,1870.0000,1875.0000,1790.0000,1870.0000,1870.0000,2891800,0.0000,1.0000
2018-06-26,1885.0000,1885.0000,1820.0000,1870.0000,1870.0000,1842100,0.0000,1.0000
2018-06-25,1845.0000,1900.0000,1800.0000,1900.0000,1900.0000,3533400,0.0000,1.0000
2018-06-22,1840.0000,1845.0000,1805.0000,1810.0000,1810.0000,2504300,0.0000,1.0000
2018-06-21,1890.0000,1905.0000,1830.0000,1840.0000,1840.0000,3642100,0.0000,1.0000
2018-06-20,1915.0000,1920.0000,1870.0000,1880.0000,1880.0000,4866900,0.0000,1.0000
2018-06-19,1920.0000,1920.0000,1920.0000,1920.0000,1920.0000,0,0.0000,1.0000
2018-06-18,1920.0000,1920.0000,1920.0000,1920.0000,1920.0000,0,0.0000,1.0000
2018-06-15,1920.0000,1920.0000,1920.0000,1920.0000,1920.0000,0,0.0000,1.0000
2018-06-14,1920.0000,1920.0000,1920.0000,1920.0000,1920.0000,0,0.0000,1.0000
2018-06-13,1920.0000,1920.0000,1920.0000,1920.0000,1920.0000,0,0.0000,1.0000
2018-06-12,1920.0000,1920.0000,1920.0000,1920.0000,1920.0000,0,0.0000,1.0000
2018-06-11,1920.0000,1920.0000,1920.0000,1920.0000,1920.0000,0,0.0000,1.0000
2018-06-08,1935.0000,1940.0000,1915.0000,1920.0000,1920.0000,6029700,0.0000,1.0000
2018-06-07,1930.0000,1945.0000,1920.0000,1930.0000,1930.0000,6570300,0.0000,1.0000
2018-06-06,1935.0000,1945.0000,1925.0000,1930.0000,1930.0000,4561400,0.0000,1.0000
2018-06-05,1920.0000,1945.0000,1910.0000,1930.0000,1930.0000,5758100,0.0000,1.0000
2018-06-04,1930.0000,1945.0000,1915.0000,1920.0000,1920.0000,3333900,0.0000,1.0000
2018-06-01,1945.0000,1945.0000,1945.0000,1945.0000,1945.0000,0,0.0000,1.0000
2018-05-31,1950.0000,1950.0000,1920.0000,1945.0000,1945.0000,2594200,0.0000,1.0000
2018-05-30,1945.0000,1945.0000,1905.0000,1930.0000,1930.0000,4818600,0.0000,1.0000
2018-05-29,1945.0000,1945.0000,1945.0000,1945.0000,1945.0000,0,0.0000,1.0000
2018-05-28,1960.0000,1970.0000,1940.0000,1945.0000,1945.0000,4062400,0.0000,1.0000
2018-05-25,1960.0000,1975.0000,1945.0000,1950.0000,1950.0000,6492800,0.0000,1.0000
2018-05-24,1935.0000,1970.0000,1930.0000,1950.0000,1950.0000,10759200,0.0000,1.0000
2018-05-23,1925.0000,1985.0000,1920.0000,1930.0000,1930.0000,11291900,0.0000,1.0000
2018-05-22,1910.0000,1975.0000,1910.0000,1925.0000,1925.0000,13062400,0.0000,1.0000
2018-05-21,1920.0000,1940.0000,1875.0000,1905.0000,1905.0000,3639800,0.0000,1.0000
2018-05-18,1935.0000,1945.0000,1895.0000,1920.0000,1920.0000,3214000,0.0000,1.0000
2018-05-17,1880.0000,1945.0000,1880.0000,1930.0000,1930.0000,9433700,0.0000,1.0000
2018-05-16,1800.0000,1880.0000,1755.0000,1880.0000,1880.0000,5787400,0.0000,1.0000
2018-05-15,1820.0000,1825.0000,1790.0000,1805.0000,1805.0000,2897700,0.0000,1.0000
2018-05-14,1810.0000,1810.0000,1775.0000,1800.0000,1800.0000,2688000,0.0000,1.0000
2018-05-11,1805.0000,1880.0000,1795.0000,1810.0000,1810.0000,13836800,0.0000,1.0000
2018-05-10,1795.0000,1795.0000,1795.0000,1795.0000,1795.0000,0,0.0000,1.0000
2018-05-09,1780.0000,1820.0000,1715.0000,1795.0000,1795.0000,6809700,0.0000,1.0000
2018-05-08,1800.0000,1800.0000,1770.0000,1795.0000,1795.0000,2883200,0.0000,1.0000
2018-05-07,1810.0000,1830.0000,1785.0000,1790.0000,1790.0000,4936300,0.0000,1.0000
2018-05-04,1845.0000,1845.0000,1770.0000,1810.0000,1810.0000,2236500,0.0000,1.0000
2018-05-03,1880.0000,1900.0000,1790.0000,1820.0000,1820.0000,9667300,0.0000,1.0000
2018-05-02,1900.0000,1915.0000,1865.0000,1915.0000,1915.0000,4595300,0.0000,1.0000
2018-05-01,1880.0000,1880.0000,1880.0000,1880.0000,1880.0000,0,0.0000,1.0000
2018-04-30,1910.0000,1910.0000,1855.0000,1880.0000,1880.0000,11463500,0.0000,1.0000
2018-04-27,2120.0000,2120.0000,2120.0000,2120.0000,2120.0000,0,0.0000,1.0000
2018-04-26,2120.0000,2120.0000,2120.0000,2120.0000,2120.0000,0,0.0000,1.0000
2018-04-25,2120.0000,2120.0000,2120.0000,2120.0000,2120.0000,0,0.0000,1.0000
2018-04-24,2130.0000,2130.0000,2080.0000,2120.0000,2120.0000,5071000,0.0000,1.0000
2018-04-23,2160.0000,2180.0000,2070.0000,2120.0000,2120.0000,6082700,0.0000,1.0000
2018-04-20,2150.0000,2150.0000,2150.0000,2150.0000,2121.0510,0,0.0000,1.0000
2018-04-19,2150.0000,2150.0000,2150.0000,2150.0000,2121.0510,0,0.0000,1.0000
2018-04-18,2130.0000,2170.0000,2120.0000,2150.0000,2121.0510,8022900,0.0000,1.0000
2018-04-17,2090.0000,2090.0000,2090.0000,2090.0000,2061.8589,0,0.0000,1.0000
2018-04-16,2090.0000,2090.0000,2090.0000,2090.0000,2061.8589,0,0.0000,1.0000
2018-04-13,2150.0000,2150.0000,2090.0000,2090.0000,2061.8589,4922900,0.0000,1.0000
2018-04-12,2130.0000,2160.0000,2120.0000,2120.0000,2091.4551,3697300,0.0000,1.0000
2018-04-11,2200.0000,2220.0000,2130.0000,2130.0000,2101.3203,7722000,0.0000,1.0000
2018-04-10,2150.0000,2220.0000,2130.0000,2180.0000,2150.6472,12484800,0.0000,1.0000
2018-04-09,2120.0000,2160.0000,2120.0000,2140.0000,2111.1858,1939500,0.0000,1.0000
2018-04-06,2140.0000,2170.0000,2110.0000,2130.0000,2101.3203,2280300,0.0000,1.0000
2018-04-05,2140.0000,2180.0000,2110.0000,2120.0000,2091.4551,9284800,0.0000,1.0000
2018-04-04,2120.0000,2150.0000,2090.0000,2110.0000,2081.5896,3143100,0.0000,1.0000
2018-04-03,2070.0000,2140.0000,2060.0000,2110.0000,2081.5896,4116400,0.0000,1.0000
2018-04-02,2070.0000,2130.0000,2060.0000,2070.0000,2042.1282,6191700,0.0000,1.0000
2018-03-30,2070.0000,2070.0000,2070.0000,2070.0000,2042.1282,0,0.0000,1.0000
2018-03-29,2120.0000,2120.0000,2070.0000,2070.0000,2042.1282,5198300,0.0000,1.0000
2018-03-28,2130.0000,2140.0000,2100.0000,2100.0000,2071.7244,1470500,0.0000,1.0000
2018-03-27,2180.0000,2200.0000,2120.0000,2140.0000,2111.1858,1819900,0.0000,1.0000
2018-03-26,2100.0000,2180.0000,2100.0000,2150.0000,2121.0510,2910300,0.0000,1.0000
2018-03-23,2090.0000,2180.0000,2050.0000,2180.0000,2150.6472,8182100,0.0000,1.0000
2018-03-22,2200.0000,2220.0000,2130.0000,2140.0000,2111.1858,5762100,0.0000,1.0000
2018-03-21,2120.0000,2200.0000,2120.0000,2170.0000,2140.7817,10959400,0.0000,1.0000
2018-03-20,2110.0000,2130.0000,2050.0000,2110.0000,2081.5896,7122100,0.0000,1.0000
2018-03-19,2130.0000,2160.0000,2090.0000,2110.0000,2081.5896,7421500,0.0000,1.0000
2018-03-16,2160.0000,2180.0000,2120.0000,2120.0000,2091.4551,6254200,0.0000,1.0000
2018-03-15,2210.0000,2230.0000,2160.0000,2160.0000,2130.9165,6835600,0.0000,1.0000
2018-03-14,2290.0000,2310.0000,2200.0000,2210.0000,2180.2432,9722100,0.0000,1.0000
2018-03-13,2390.0000,2410.0000,2280.0000,2290.0000,2259.1660,15393200,0.0000,1.0000
2018-03-12,2450.0000,2450.0000,2370.0000,2380.0000,2347.9541,5867100,0.0000,1.0000
