timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,"euclidean_distance
","predictions
",distance_weighted
2004-07-05,288.737,288.737,288.737,288.737,207.4932,0,0,1,,,
2004-07-06,284.236,288.479,275.752,279.994,201.2103,32628279,0,1,,,
2004-07-07,279.994,309.69,275.752,309.69,222.5506,46698370,0,1,,,
2004-07-08,305.448,309.69,292.721,292.721,219.0565,24905523,0,1,,,
2004-07-09,292.721,296.963,279.994,284.236,212.7068,10469477,0,1,,,
2004-07-12,288.479,292.721,279.994,284.236,212.7068,7319087,0,1,,,
2004-07-13,279.994,288.479,275.752,279.994,209.5323,3511630,0,1,,,
2004-07-14,279.994,279.994,267.267,267.267,200.0081,5304865,0,1,,,
2004-07-15,267.267,284.236,267.267,279.994,209.5323,7172352,0,1,,,
2004-07-16,279.994,284.236,275.752,284.236,212.7068,5635462,0,1,,,
2004-07-19,284.236,288.479,275.752,275.752,206.3578,3969515,0,1,,,
2004-07-20,279.994,279.994,275.752,279.994,209.5323,1260509,0,1,,,
2004-07-21,284.236,284.236,275.752,279.994,209.5323,3506915,0,1,,,
2004-07-22,275.752,279.994,275.752,279.994,209.5323,2396088,0,1,,,
2004-07-23,279.994,279.994,275.752,275.752,206.3578,2525733,0,1,,,
2004-07-26,275.752,275.752,267.267,271.509,203.1826,3079085,0,1,,,
2004-07-27,271.509,288.479,271.509,284.236,212.7068,14185593,0,1,,,
2004-07-28,288.479,288.479,275.752,279.994,209.5323,10916165,0,1,,,
2004-07-29,279.994,284.236,275.752,279.994,209.5323,6397425,0,1,,,
2004-07-30,279.994,279.994,275.752,279.994,209.5323,2381945,0,1,,,
2004-08-02,275.752,275.752,271.509,275.752,206.3578,953485,0,1,,,
2004-08-03,275.752,279.994,275.752,279.994,209.5323,4116250,0,1,,,
2004-08-04,275.752,284.236,275.752,279.994,209.5323,5698516,0,1,,,
2004-08-05,279.994,284.236,275.752,279.994,209.5323,8442290,0,1,,,
2004-08-06,275.752,275.752,267.267,271.509,203.1826,11929170,0,1,,,
2004-08-09,263.025,267.267,263.025,267.267,200.0081,1971203,0,1,,,
2004-08-10,267.267,271.509,267.267,271.509,203.1826,2077867,0,1,,,
2004-08-11,271.509,284.236,271.509,279.994,209.5323,12226176,0,1,,,
2004-08-12,279.994,279.994,271.509,275.752,206.3578,7588986,0,1,,,
2004-08-13,271.509,275.752,271.509,275.752,206.3578,734855,0,1,,,
2004-08-16,271.509,271.509,263.025,271.509,203.1826,3545809,0,1,,,
2004-08-17,284.295,284.295,284.295,284.295,212.751,0,0,1,,,
2004-08-18,271.509,279.994,271.509,271.509,203.1826,12204961,0,1,,,
2004-08-19,271.509,271.509,267.267,271.509,203.1826,7706256,0,1,,,
2004-08-20,271.509,271.509,267.267,271.509,203.1826,3117978,0,1,,,
2004-08-23,271.509,275.752,267.267,271.509,203.1826,5943075,0,1,,,
2004-08-24,267.267,267.267,258.782,263.025,196.8336,12891494,0,1,,,
2004-08-25,258.782,271.509,258.782,271.509,203.1826,6158169,0,1,,,
2004-08-26,271.509,275.752,263.025,267.267,200.0081,3261767,0,1,,,
2004-08-27,267.267,271.509,263.025,267.267,200.0081,1902256,0,1,,,
2004-08-30,271.509,279.994,271.509,279.994,209.5323,18782122,0,1,,,
2004-08-31,275.752,288.479,275.752,288.479,215.882,31620579,0,1,,,
2004-09-01,288.479,347.871,288.479,347.871,260.3278,213306610,0,1,,,
2004-09-02,347.871,352.114,318.175,326.66,244.4546,70011019,0,1,,,
2004-09-03,326.66,356.356,322.417,347.871,260.3278,86074707,0,1,,,
2004-09-06,343.629,352.114,339.387,347.871,260.3278,41463632,0,1,,,
2004-09-07,347.871,352.114,343.629,352.114,263.503,22870675,0,1,,,
2004-09-08,352.114,386.052,343.629,381.81,285.7259,139049106,0,1,,,
2004-09-09,377.568,381.81,335.144,373.325,279.3762,145615659,0,1,,,
2004-09-10,373.325,394.537,364.841,386.052,288.9003,76848649,0,1,,,
2004-09-13,404.232,404.232,404.232,404.232,302.5053,0,0,1,,,
2004-09-14,386.052,407.264,386.052,390.295,292.0756,85271493,0,1,,,
2004-09-15,390.295,394.537,373.325,373.325,279.3762,30132011,0,1,,,
2004-09-16,373.325,377.568,369.083,377.568,282.5514,13205590,0,1,,,
2004-09-17,381.81,381.81,369.083,377.568,282.5514,7762240,0,1,,,
2004-09-20,395.348,395.348,395.348,395.348,295.8569,0,0,1,,,
2004-09-21,381.81,390.295,364.841,377.568,282.5514,40124746,0,1,,,
2004-09-22,373.325,386.052,369.083,373.325,279.3762,19044360,0,1,,,
2004-09-23,373.325,386.052,369.083,373.325,279.3762,57467211,0,1,,,
2004-09-24,377.568,381.81,373.325,377.568,282.5514,14656443,0,1,,,
2004-09-27,377.568,377.568,369.083,373.325,279.3762,9524242,0,1,,,
2004-09-28,369.083,369.083,364.841,369.083,276.2017,1650625,0,1,,,
2004-09-29,369.083,369.083,360.598,364.841,273.0272,4681977,0,1,,,
2004-09-30,369.083,373.325,369.083,369.083,276.2017,5491083,0,1,,,
2004-10-01,369.083,381.81,369.083,377.568,282.5514,12915655,0,1,,,
2004-10-04,381.81,390.295,381.81,386.052,288.9003,37976753,0,1,,,
2004-10-05,381.81,390.295,377.568,381.81,285.7259,8174749,0,1,,,
2004-10-06,381.81,386.052,377.568,386.052,288.9003,8254304,0,1,,,
2004-10-07,390.295,398.779,381.81,398.779,298.4245,31239303,0,1,,,
2004-10-08,398.779,415.749,398.779,403.022,301.5998,68195390,0,1,,,
2004-10-11,407.264,407.264,403.022,407.264,304.7742,12491360,0,1,,,
2004-10-12,407.264,411.506,398.779,403.022,301.5998,15131418,0,1,,,
2004-10-13,403.022,419.991,403.022,415.749,311.124,26788921,0,1,,,
2004-10-14,415.749,415.749,407.264,407.264,304.7742,4227038,0,1,,,
2004-10-15,407.264,411.506,398.779,398.779,298.4245,7066868,0,1,,,
2004-10-18,398.779,398.779,390.295,394.537,295.25,1586981,0,1,,,
2004-10-19,394.537,398.779,386.052,390.295,292.0756,1422567,0,1,,,
2004-10-20,390.295,390.295,369.083,377.568,282.5514,9052804,0,1,,,
2004-10-21,377.568,377.568,364.841,377.568,282.5514,4558813,0,1,,,
2004-10-22,373.325,386.052,373.325,381.81,285.7259,4465704,0,1,,,
2004-10-25,377.568,386.052,377.568,381.81,285.7259,2303568,0,1,,,
2004-10-26,381.81,386.052,377.568,377.568,282.5514,2099671,0,1,,,
2004-10-27,381.81,381.81,377.568,381.81,285.7259,1980043,0,1,,,
2004-10-28,381.81,386.052,377.568,386.052,288.9003,1657107,0,1,,,
2004-10-29,386.052,398.779,386.052,390.295,292.0756,12257409,0,1,,,
2004-11-01,394.537,394.537,390.295,394.537,295.25,3037834,0,1,,,
2004-11-02,398.779,403.022,390.295,390.295,292.0756,9665674,0,1,,,
2004-11-03,394.537,394.537,386.052,386.052,288.9003,1451442,0,1,,,
2004-11-04,390.295,411.506,390.295,403.022,301.5998,41504293,0,1,,,
2004-11-05,407.264,407.264,398.779,398.779,298.4245,6556535,0,1,,,
2004-11-08,398.779,407.264,398.779,407.264,304.7742,4499883,0,1,,,
2004-11-09,403.022,407.264,403.022,403.022,301.5998,5743892,0,1,,,
2004-11-10,407.264,407.264,403.022,403.022,301.5998,4044945,0,1,,,
2004-11-11,403.022,403.022,398.779,403.022,301.5998,2305925,0,1,,,
2004-11-12,403.022,407.264,403.022,403.022,301.5998,4482794,0,1,,,
2004-11-15,422.001,422.001,422.001,422.001,315.8026,0,0,1,,,
2004-11-16,422.001,422.001,422.001,422.001,315.8026,0,0,1,,,
2004-11-17,422.001,422.001,422.001,422.001,315.8026,0,0,1,,,
2004-11-18,422.001,422.001,422.001,422.001,315.8026,0,0,1,,,
2004-11-19,422.001,422.001,422.001,422.001,315.8026,0,0,1,,,
2004-11-22,403.022,403.022,398.779,403.022,301.5998,441385,0,1,,,
2004-11-23,398.779,411.506,398.779,407.264,304.7742,19494584,0,1,,,
2004-11-24,407.264,453.93,407.264,453.93,339.6965,73203249,0,1,,,
2004-11-25,445.445,487.868,445.445,487.868,365.094,16608200,0,1,,,
2004-11-26,466.657,487.868,466.657,487.868,365.094,9586119,0,1,,,
2004-11-29,466.657,466.657,445.445,466.657,349.2208,1056023,0,1,,,
2004-11-30,466.657,487.868,445.445,487.868,365.094,12193765,0,1,,,
2004-12-01,487.868,509.08,466.657,509.08,380.9678,21922493,0,1,,,
2004-12-02,509.08,530.292,509.08,509.08,380.9678,29190901,0,1,,,
2004-12-03,509.08,530.292,509.08,530.292,396.8417,7594290,0,1,,,
2004-12-06,530.292,530.292,487.868,509.08,380.9678,3779761,0,1,,,
2004-12-07,509.08,530.292,487.868,530.292,396.8417,15513283,0,1,,,
2004-12-08,509.08,509.08,487.868,509.08,380.9678,23887215,0,1,,,
2004-12-09,487.868,487.868,466.657,487.868,365.094,3670151,0,1,,,
2004-12-10,445.445,466.657,445.445,466.657,349.2208,1645321,0,1,,,
2004-12-13,445.445,445.445,424.233,445.445,333.3468,4044356,0,1,,,
2004-12-14,445.445,445.445,424.233,445.445,333.3468,984128,0,1,,,
2004-12-15,445.445,466.657,445.445,466.657,349.2208,1749627,0,1,,,
2004-12-16,466.657,487.868,466.657,487.868,365.094,4825176,0,1,,,
2004-12-17,487.868,509.08,487.868,509.08,380.9678,4887642,0,1,,,
2004-12-20,487.868,509.08,487.868,509.08,380.9678,3172783,0,1,,,
2004-12-21,509.08,509.08,487.868,487.868,365.094,410741,0,1,,,
2004-12-22,509.08,530.292,509.08,530.292,396.8417,7828241,0,1,,,
2004-12-23,509.08,551.503,509.08,530.292,396.8417,11793631,0,1,,,
2004-12-24,555.264,555.264,555.264,555.264,415.5294,0,0,1,,,
2004-12-27,530.292,530.292,530.292,530.292,396.8417,1368940,0,1,,,
2004-12-28,530.292,551.503,530.292,551.503,412.7149,8453487,0,1,,,
2004-12-29,551.503,551.503,530.292,551.503,412.7149,680640,0,1,,,
2004-12-30,551.503,572.715,551.503,572.715,428.5888,10408190,0,1,,,
2004-12-31,599.685,599.685,599.685,599.685,448.7717,0,0,1,,,
2005-01-03,576.957,670.289,576.957,670.289,501.6079,35717971,0,1,,,
2005-01-04,678.773,687.258,644.834,661.804,495.2581,59399521,0,1,,,
2005-01-05,670.289,670.289,627.865,627.865,469.8601,23482367,0,1,,,
2005-01-06,636.35,653.319,636.35,636.35,476.2098,23214825,0,1,,,
2005-01-07,644.834,644.834,636.35,636.35,476.2098,10501299,0,1,,,
2005-01-10,636.35,636.35,610.896,610.896,457.1614,11519018,0,1,,,
2005-01-11,610.896,636.35,610.896,627.865,469.8601,10881986,0,1,,,
2005-01-12,636.35,661.804,636.35,653.319,488.9084,17257607,0,1,,,
2005-01-13,653.319,729.681,653.319,721.196,539.7039,86827241,0,1,,,
2005-01-14,721.196,721.196,695.742,704.227,527.0052,37911340,0,1,,,
2005-01-17,721.196,763.62,721.196,746.65,558.7524,101223803,0,1,,,
2005-01-18,746.65,746.65,712.712,721.196,539.7039,44101332,0,1,,,
2005-01-19,721.196,738.166,721.196,738.166,552.4033,21544753,0,1,,,
2005-01-20,746.65,755.135,729.681,746.65,558.7524,21868867,0,1,,,
2005-01-24,746.65,746.65,729.681,729.681,546.0535,9891965,0,1,,,
2005-01-25,738.166,746.65,729.681,738.166,552.4033,13439542,0,1,,,
2005-01-26,738.166,763.62,729.681,763.62,571.4518,23803534,0,1,,,
2005-01-27,763.62,797.558,763.62,789.074,590.5001,52346796,0,1,,,
2005-01-28,797.558,806.043,789.074,797.558,596.8491,22592526,0,1,,,
2005-01-31,797.558,797.558,780.589,797.558,596.8491,17404931,0,1,,,
2005-02-01,797.558,856.951,797.558,848.466,634.9459,86069992,0,1,,,
2005-02-02,848.466,1035.13,848.466,950.282,711.1395,121376044,0,1,,,
2005-02-03,958.767,992.706,924.828,933.313,698.4407,50394451,0,1,,,
2005-02-04,933.313,984.221,933.313,958.767,717.4891,27922142,0,1,,,
2005-02-07,975.736,992.706,958.767,967.252,723.8389,8265501,0,1,,,
2005-02-08,967.252,967.252,950.282,958.767,717.4891,4917107,0,1,,,
2005-02-11,958.767,967.252,941.798,950.282,711.1395,7599004,0,1,,,
2005-02-14,967.252,967.252,916.344,933.313,698.4407,8873068,0,1,,,
2005-02-15,941.798,984.221,941.798,950.282,711.1395,39157707,0,1,,,
2005-02-16,958.767,967.252,933.313,950.282,711.1395,11798345,0,1,,,
2005-02-17,958.767,958.767,941.798,941.798,704.7904,3733206,0,1,,,
2005-02-18,941.798,975.736,941.798,958.767,717.4891,17760278,0,1,,,
2005-02-21,975.736,992.706,958.767,975.736,730.1879,26181943,0,1,,,
2005-02-22,975.736,984.221,950.282,950.282,711.1395,16555752,0,1,,,
2005-02-23,950.282,958.767,933.313,933.313,698.4407,13868551,0,1,,,
2005-02-24,933.313,933.313,856.951,873.92,653.9942,47983630,0,1,,,
2005-02-25,882.405,882.405,839.982,848.466,634.9459,27645761,0,1,,,
2005-02-28,865.436,882.405,856.951,873.92,653.9942,23255487,0,1,,,
2005-03-01,882.405,907.859,882.405,890.89,666.6937,26415305,0,1,,,
2005-03-02,907.859,907.859,890.89,890.89,666.6937,16660058,0,1,,,
2005-03-03,899.374,907.859,873.92,873.92,653.9942,11679307,0,1,,,
2005-03-04,882.405,899.374,873.92,882.405,660.344,5686141,0,1,,,
2005-03-07,882.405,907.859,873.92,890.89,666.6937,10215489,0,1,,,
2005-03-08,899.374,907.859,873.92,873.92,653.9942,21028528,0,1,,,
2005-03-09,882.405,882.405,865.436,865.436,647.6453,6936633,0,1,,,
2005-03-10,873.92,882.405,865.436,873.92,653.9942,9346274,0,1,,,
2005-03-14,873.92,873.92,848.466,865.436,647.6453,10408779,0,1,,,
2005-03-15,865.436,865.436,823.012,823.012,615.8975,23087537,0,1,,,
2005-03-16,823.012,848.466,823.012,823.012,615.8975,18575867,0,1,,,
2005-03-17,823.012,873.92,823.012,873.92,653.9942,30968815,0,1,,,
2005-03-18,882.405,941.798,882.405,907.859,679.3924,78303627,0,1,,,
2005-03-21,924.828,924.828,873.92,882.405,660.344,18099125,0,1,,,
2005-03-22,882.405,907.859,865.436,882.405,660.344,10904969,0,1,,,
2005-03-23,882.405,882.405,865.436,865.436,647.6453,4072642,0,1,,,
2005-03-24,865.436,865.436,839.982,848.466,634.9459,7755758,0,1,,,
2005-03-28,848.466,856.951,814.528,823.012,615.8975,11837828,0,1,,,
2005-03-29,823.012,823.012,738.166,755.135,565.102,20399746,0,1,,,
2005-03-30,746.65,789.074,729.681,729.681,546.0535,22357396,0,1,,,
2005-03-31,746.65,772.104,738.166,746.65,558.7524,16593467,0,1,,,
2005-04-01,755.135,772.104,755.135,755.135,565.102,12050565,0,1,,,
2005-04-04,763.62,772.104,755.135,755.135,565.102,2803293,0,1,,,
2005-04-05,755.135,755.135,729.681,729.681,546.0535,4852284,0,1,,,
2005-04-06,729.681,755.135,729.681,738.166,552.4033,3326590,0,1,,,
2005-04-07,746.65,780.589,746.65,780.589,584.1504,15054809,0,1,,,
2005-04-08,780.589,780.589,763.62,763.62,571.4518,9178913,0,1,,,
2005-04-11,763.62,763.62,746.65,755.135,565.102,1570481,0,1,,,
2005-04-12,755.135,763.62,746.65,746.65,558.7524,6557714,0,1,,,
2005-04-13,755.135,797.558,755.135,763.62,571.4518,31220445,0,1,,,
2005-04-14,763.62,763.62,746.65,746.65,558.7524,19938325,0,1,,,
2005-04-15,746.65,746.65,729.681,738.166,552.4033,8175338,0,1,,,
2005-04-18,721.196,721.196,670.289,670.289,501.6079,14504993,0,1,,,
2005-04-19,678.773,695.742,661.804,661.804,495.2581,11966295,0,1,,,
2005-04-20,678.773,678.773,670.289,670.289,501.6079,1979454,0,1,,,
2005-04-21,653.319,653.319,593.927,610.896,457.1614,16060741,0,1,,,
2005-04-25,610.896,610.896,543.018,543.018,406.3651,7911922,0,1,,,
2005-04-26,543.018,576.957,526.049,568.473,425.4143,21785187,0,1,,,
2005-04-27,568.473,602.411,568.473,593.927,444.4627,19093861,0,1,,,
2005-04-28,602.411,636.35,602.411,619.38,463.5104,28558584,0,1,,,
2005-04-29,619.38,627.865,602.411,619.38,463.5104,10559640,0,1,,,
2005-05-02,627.865,661.804,627.865,644.834,482.5587,21192353,0,1,,,
2005-05-03,661.804,661.804,644.834,653.319,488.9084,5768643,0,1,,,
2005-05-04,653.319,678.773,653.319,678.773,507.9569,8342110,0,1,,,
2005-05-06,695.742,712.712,695.742,695.742,520.6555,8367449,0,1,,,
2005-05-09,704.227,712.712,695.742,695.742,520.6555,8192428,0,1,,,
2005-05-10,695.742,695.742,670.289,670.289,501.6079,6019684,0,1,,,
2005-05-11,661.804,678.773,653.319,661.804,495.2581,9153574,0,1,,,
2005-05-12,678.773,687.258,670.289,670.289,501.6079,6176438,0,1,,,
2005-05-13,653.319,670.289,653.319,661.804,495.2581,2248174,0,1,,,
2005-05-16,661.804,661.804,661.804,661.804,495.2581,266363,0,1,,,
2005-05-17,670.289,670.289,636.35,636.35,476.2098,3718474,0,1,,,
2005-05-18,644.834,644.834,636.35,636.35,476.2098,472028,0,1,,,
2005-05-19,644.834,644.834,636.35,636.35,476.2098,1054255,0,1,,,
2005-05-20,644.834,644.834,636.35,636.35,476.2098,347686,0,1,,,
2005-05-23,636.35,636.35,627.865,627.865,469.8601,658836,0,1,,,
2005-05-25,627.865,644.834,627.865,636.35,476.2098,2726684,0,1,,,
2005-05-26,636.35,644.834,627.865,644.834,482.5587,2698987,0,1,,,
2005-05-27,653.319,661.804,636.35,644.834,482.5587,2756149,0,1,,,
2005-05-30,644.834,661.804,636.35,661.804,495.2581,4300111,0,1,,,
2005-05-31,661.804,695.742,661.804,687.258,514.3066,21586004,0,1,,,
2005-06-01,687.258,695.742,678.773,687.258,514.3066,4775675,0,1,,,
2005-06-02,687.258,695.742,678.773,678.773,507.9569,2927635,0,1,,,
2005-06-03,678.773,687.258,670.289,670.289,501.6079,1911684,0,1,,,
2005-06-06,670.289,678.773,670.289,670.289,501.6079,2197494,0,1,,,
2005-06-07,678.773,678.773,661.804,661.804,495.2581,2315943,0,1,,,
2005-06-08,670.289,670.289,661.804,661.804,495.2581,1198633,0,1,,,
2005-06-09,670.289,670.289,661.804,661.804,495.2581,2361319,0,1,,,
2005-06-10,661.804,670.289,661.804,670.289,501.6079,789071,0,1,,,
2005-06-13,670.289,695.742,670.289,695.742,520.6555,7918993,0,1,,,
2005-06-14,687.258,746.65,687.258,738.166,552.4033,32644190,0,1,,,
2005-06-15,738.166,746.65,721.196,721.196,539.7039,13397701,0,1,,,
2005-06-16,729.681,738.166,712.712,729.681,546.0535,8442290,0,1,,,
2005-06-17,721.196,763.62,721.196,755.135,565.102,34386746,0,1,,,
2005-06-20,738.166,763.62,738.166,738.166,567.0925,11919151,0,1,,,
2005-06-21,738.166,746.65,729.681,738.166,567.0925,6518231,0,1,,,
2005-06-22,721.196,746.65,721.196,738.166,567.0925,3482754,0,1,,,
2005-06-23,738.166,738.166,721.196,721.196,554.0554,3173372,0,1,,,
2005-06-24,721.196,729.681,712.712,729.681,560.5739,3614168,0,1,,,
2005-06-27,721.196,721.196,695.742,695.742,534.5004,4285968,0,1,,,
2005-06-28,695.742,712.712,695.742,704.227,541.019,3067299,0,1,,,
2005-06-29,704.227,712.712,704.227,704.227,541.019,1201580,0,1,,,
2005-06-30,704.227,704.227,695.742,704.227,541.019,467314,0,1,,,
2005-07-01,704.227,729.681,704.227,721.196,554.0554,3235838,0,1,,,
2005-07-04,721.196,721.196,704.227,704.227,541.019,5664337,0,1,,,
2005-07-05,704.227,704.227,687.258,687.258,527.9828,1715448,0,1,,,
2005-07-06,695.742,695.742,670.289,678.773,521.4642,5109218,0,1,,,
2005-07-07,678.773,678.773,661.804,670.289,514.9462,1622928,0,1,,,
2005-07-08,670.289,670.289,644.834,644.834,495.3907,4288914,0,1,,,
2005-07-11,653.319,653.319,644.834,653.319,501.9091,5168148,0,1,,,
2005-07-12,653.319,670.289,653.319,661.804,508.4277,7375071,0,1,,,
2005-07-13,661.804,661.804,636.35,653.319,501.9091,8172981,0,1,,,
2005-07-14,653.319,661.804,644.834,661.804,508.4277,1245188,0,1,,,
2005-07-15,661.804,661.804,636.35,644.834,495.3907,3228766,0,1,,,
2005-07-18,636.35,644.834,636.35,636.35,488.8729,1280546,0,1,,,
2005-07-19,636.35,653.319,636.35,653.319,501.9091,585763,0,1,,,
2005-07-20,644.834,644.834,636.35,636.35,488.8729,324114,0,1,,,
2005-07-21,636.35,670.289,636.35,661.804,508.4277,9052804,0,1,,,
2005-07-22,653.319,653.319,644.834,653.319,501.9091,5358491,0,1,,,
2005-07-25,653.319,653.319,644.834,644.834,495.3907,3983658,0,1,,,
2005-07-26,661.804,687.258,653.319,661.804,508.4277,37465241,0,1,,,
2005-07-27,661.804,661.804,644.834,653.319,501.9091,9952073,0,1,,,
2005-07-28,661.804,678.773,653.319,653.319,501.9091,7640844,0,1,,,
2005-07-29,653.319,661.804,653.319,653.319,501.9091,1271117,0,1,,,
2005-08-01,653.319,670.289,653.319,653.319,501.9091,15819129,0,1,,,
2005-08-02,661.804,661.804,644.834,653.319,501.9091,3267071,0,1,,,
2005-08-03,653.319,661.804,653.319,653.319,501.9091,988843,0,1,,,
2005-08-04,653.319,661.804,653.319,653.319,501.9091,2024830,0,1,,,
2005-08-05,653.319,653.319,644.834,644.834,495.3907,855072,0,1,,,
2005-08-08,644.834,653.319,636.35,636.35,488.8729,582816,0,1,,,
2005-08-09,644.834,644.834,636.35,636.35,488.8729,3651294,0,1,,,
2005-08-10,644.834,644.834,636.35,636.35,488.8729,9495956,0,1,,,
2005-08-11,636.35,636.35,619.38,627.865,482.3543,3367841,0,1,,,
2005-08-12,627.865,627.865,610.896,610.896,469.318,3058459,0,1,,,
